"seed","n_participants","n_items","prevalence","method","model","param_name","true_value","predicted_value","rmse","bias"
"1234",150,120,"extreme","psis","integrative","b0",0,-0.255714423201638,0.255714423201638,-0.255714423201638
"1234",150,120,"extreme","psis","integrative","bint",2.5,1.99245242373511,0.507547576264887,-0.507547576264887
"1234",150,120,"extreme","psis","integrative","bext",1.75,1.35762639152133,0.392373608478674,-0.392373608478674
"1234",150,120,"extreme","waic","internal","b0",0,-0.0460242317601492,0.0460242317601492,-0.0460242317601492
"1234",150,120,"extreme","waic","internal","bint",2.5,2.3723729585363,0.127627041463699,-0.127627041463699
"1234",150,120,"extreme","waic","external","bext",1.75,1.66443778388971,0.0855622161102865,-0.0855622161102865
"1234",150,120,"extreme","waic","sequential","b0",0,-0.120161191147483,0.120161191147483,-0.120161191147483
"1234",150,120,"extreme","waic","sequential","bint",2.5,1.59914866562049,0.900851334379509,-0.900851334379509
"1234",150,120,"extreme","waic","sequential","bext",1.75,1.28038308882746,0.469616911172542,-0.469616911172542
"1234",150,120,"extreme","waic","sequential","z",1,1.00367167247089,0.00367167247088651,0.00367167247088651
"1234",150,120,"extreme","waic","integrative","b0",0,-0.154520177742539,0.154520177742539,-0.154520177742539
"1234",150,120,"extreme","waic","integrative","bint",2.5,1.99631192112203,0.503688078877974,-0.503688078877974
"1234",150,120,"extreme","waic","integrative","bext",1.75,1.41295839717452,0.337041602825478,-0.337041602825478
"1234",150,120,"extreme","hbi","internal","b0",0,-0.00198361993729761,0.00198361993729761,-0.00198361993729761
"1234",150,120,"extreme","hbi","internal","bint",2.5,2.36516711490388,0.134832885096123,-0.134832885096123
"1234",150,120,"extreme","hbi","external","bext",1.75,1.8792281895621,0.129228189562096,0.129228189562096
"1234",150,120,"extreme","hbi","sequential","b0",0,0.0514033353928423,0.0514033353928423,0.0514033353928423
"1234",150,120,"extreme","hbi","sequential","bint",2.5,2.20576491389405,0.294235086105955,-0.294235086105955
"1234",150,120,"extreme","hbi","sequential","bext",1.75,1.81438696260772,0.0643869626077158,0.0643869626077158
"1234",150,120,"extreme","hbi","sequential","z",1,0.850000664081481,0.149999335918519,-0.149999335918519
"1234",150,120,"extreme","hbi","integrative","b0",0,0.0407414403140386,0.0407414403140386,0.0407414403140386
"1234",150,120,"extreme","hbi","integrative","bint",2.5,2.26189222739104,0.238107772608963,-0.238107772608963
"1234",150,120,"extreme","hbi","integrative","bext",1.75,1.76168765131075,0.0116876513107478,0.0116876513107478
"1234",300,60,"equal","bf_ps","internal","b0",0,0.0251296751668006,0.0251296751668006,0.0251296751668006
"1234",300,60,"equal","bf_ps","internal","bint",2.5,2.41359246073667,0.0864075392633326,-0.0864075392633326
"1234",300,60,"equal","bf_ps","external","bext",1.75,1.62993384948333,0.12006615051667,-0.12006615051667
"1234",300,60,"equal","bf_ps","sequential","b0",0,0.0251296751668006,0.0251296751668006,0.0251296751668006
"1234",300,60,"equal","bf_ps","sequential","bint",2.5,2.41359246073667,0.0864075392633326,-0.0864075392633326
"1234",300,60,"equal","bf_ps","sequential","bext",1.75,1.62993384948333,0.12006615051667,-0.12006615051667
"1234",300,60,"equal","bf_ps","sequential","z",1,1.00250113603668,0.00250113603668445,0.00250113603668445
"1234",300,60,"equal","bf_ps","integrative","b0",0,0.0251296751668006,0.0251296751668006,0.0251296751668006
"1234",300,60,"equal","bf_ps","integrative","bint",2.5,2.41359246073667,0.0864075392633326,-0.0864075392633326
"1234",300,60,"equal","bf_ps","integrative","bext",1.75,1.62993384948333,0.12006615051667,-0.12006615051667
"1234",300,60,"equal","psis","internal","b0",0,0.324686414043497,0.324686414043497,0.324686414043497
"1234",300,60,"equal","psis","internal","bint",2.5,1.62281048511318,0.877189514886817,-0.877189514886817
"1234",300,60,"equal","psis","external","bext",1.75,1.75127224902224,0.00127224902223633,0.00127224902223633
"1234",300,60,"equal","psis","sequential","b0",0,-0.272402429559868,0.272402429559868,-0.272402429559868
"1234",300,60,"equal","psis","sequential","bint",2.5,1.34907375172587,1.15092624827413,-1.15092624827413
"1234",300,60,"equal","psis","sequential","bext",1.75,1.49045332114929,0.25954667885071,-0.25954667885071
"1234",300,60,"equal","psis","sequential","z",1,0.897870724057692,0.102129275942308,-0.102129275942308
"1234",300,60,"equal","psis","integrative","b0",0,0.249781358745343,0.249781358745343,0.249781358745343
"1234",300,60,"equal","psis","integrative","bint",2.5,1.42155878566164,1.07844121433836,-1.07844121433836
"1234",300,60,"equal","psis","integrative","bext",1.75,1.39779128747728,0.352208712522721,-0.352208712522721
"1234",300,60,"equal","waic","internal","b0",0,0.221166817282954,0.221166817282954,0.221166817282954
"1234",300,60,"equal","waic","internal","bint",2.5,1.65259665803427,0.847403341965728,-0.847403341965728
"1234",300,60,"equal","waic","external","bext",1.75,1.65772365349866,0.0922763465013379,-0.0922763465013379
"1234",300,60,"equal","waic","sequential","b0",0,-0.237766584076426,0.237766584076426,-0.237766584076426
"1234",300,60,"equal","waic","sequential","bint",2.5,1.43468581912156,1.06531418087844,-1.06531418087844
"1234",300,60,"equal","waic","sequential","bext",1.75,1.63591862560566,0.114081374394345,-0.114081374394345
"1234",300,60,"equal","waic","sequential","z",1,0.937945403425117,0.0620545965748834,-0.0620545965748834
"1234",300,60,"equal","waic","integrative","b0",0,0.355005059511723,0.355005059511723,0.355005059511723
"1234",300,60,"equal","waic","integrative","bint",2.5,1.23632048214932,1.26367951785068,-1.26367951785068
"1234",300,60,"equal","waic","integrative","bext",1.75,1.39565472389152,0.354345276108482,-0.354345276108482
"1234",300,60,"equal","hbi","internal","b0",0,0.0922627549409,0.0922627549409,0.0922627549409
"1234",300,60,"equal","hbi","internal","bint",2.5,2.40379222015703,0.0962077798429686,-0.0962077798429686
"1234",300,60,"equal","hbi","external","bext",1.75,1.81252719298728,0.0625271929872835,0.0625271929872835
"1234",300,60,"equal","hbi","sequential","b0",0,4.45351831780268,4.45351831780268,4.45351831780268
"1234",300,60,"equal","hbi","sequential","bint",2.5,2.99508209838058,0.495082098380583,0.495082098380583
"1234",300,60,"equal","hbi","sequential","bext",1.75,3.00002969551101,1.25002969551101,1.25002969551101
"1234",300,60,"equal","hbi","sequential","z",1,0.85000000006376,0.14999999993624,-0.14999999993624
"1234",300,60,"equal","hbi","integrative","b0",0,-0.0107164587494528,0.0107164587494528,-0.0107164587494528
"1234",300,60,"equal","hbi","integrative","bint",2.5,1.94370623498414,0.55629376501586,-0.55629376501586
"1234",300,60,"equal","hbi","integrative","bext",1.75,1.65403017668073,0.0959698233192676,-0.0959698233192676
"1234",300,60,"extreme","bf_ps","internal","b0",0,0.026737214065651,0.026737214065651,0.026737214065651
"1234",300,60,"extreme","bf_ps","internal","bint",2.5,2.39973136694815,0.100268633051854,-0.100268633051854
"1234",300,60,"extreme","bf_ps","external","bext",1.75,1.5294664602666,0.220533539733398,-0.220533539733398
"1234",300,60,"extreme","bf_ps","sequential","b0",0,0.026737214065651,0.026737214065651,0.026737214065651
"1234",300,60,"extreme","bf_ps","sequential","bint",2.5,2.39973136694815,0.100268633051854,-0.100268633051854
"1234",300,60,"extreme","bf_ps","sequential","bext",1.75,1.5294664602666,0.220533539733398,-0.220533539733398
"1234",300,60,"extreme","bf_ps","sequential","z",1,1.00575918918445,0.00575918918444507,0.00575918918444507
"1234",300,60,"extreme","bf_ps","integrative","b0",0,0.026737214065651,0.026737214065651,0.026737214065651
"1234",300,60,"extreme","bf_ps","integrative","bint",2.5,2.39973136694815,0.100268633051854,-0.100268633051854
"1234",300,60,"extreme","bf_ps","integrative","bext",1.75,1.5294664602666,0.220533539733398,-0.220533539733398
"1234",300,60,"extreme","psis","internal","b0",0,-0.0687080705794025,0.0687080705794025,-0.0687080705794025
"1234",300,60,"extreme","psis","internal","bint",2.5,2.40758681103459,0.0924131889654141,-0.0924131889654141
"1234",300,60,"extreme","psis","external","bext",1.75,1.72008285371821,0.0299171462817935,-0.0299171462817935
"1234",300,60,"extreme","psis","sequential","b0",0,-0.0961091616334353,0.0961091616334353,-0.0961091616334353
"1234",300,60,"extreme","psis","sequential","bint",2.5,1.76833576237225,0.731664237627754,-0.731664237627754
"1234",300,60,"extreme","psis","sequential","bext",1.75,1.75474901747793,0.00474901747793477,0.00474901747793477
"1234",300,60,"extreme","psis","sequential","z",1,0.925452553136903,0.0745474468630969,-0.0745474468630969
"1234",300,60,"extreme","psis","integrative","b0",0,-0.0567973365801127,0.0567973365801127,-0.0567973365801127
"1234",300,60,"extreme","psis","integrative","bint",2.5,1.86225019221518,0.637749807784823,-0.637749807784823
"1234",300,60,"extreme","psis","integrative","bext",1.75,1.20731968890384,0.542680311096164,-0.542680311096164
"1234",300,60,"extreme","waic","internal","b0",0,0.0198523500398084,0.0198523500398084,0.0198523500398084
"1234",300,60,"extreme","waic","internal","bint",2.5,2.39529286278833,0.104707137211671,-0.104707137211671
"1234",300,60,"extreme","waic","external","bext",1.75,1.56746345939621,0.182536540603794,-0.182536540603794
"1234",300,60,"extreme","waic","sequential","b0",0,-0.220577098623171,0.220577098623171,-0.220577098623171
"1234",300,60,"extreme","waic","sequential","bint",2.5,1.81163726395611,0.688362736043885,-0.688362736043885
"1234",300,60,"extreme","waic","sequential","bext",1.75,1.94541163987474,0.195411639874745,0.195411639874745
"1234",300,60,"extreme","waic","sequential","z",1,1.0043962841241,0.00439628412409543,0.00439628412409543
"1234",300,60,"extreme","waic","integrative","b0",0,-0.261871421500091,0.261871421500091,-0.261871421500091
"1234",300,60,"extreme","waic","integrative","bint",2.5,1.70517315120778,0.794826848792224,-0.794826848792224
"1234",300,60,"extreme","waic","integrative","bext",1.75,1.18120886904369,0.568791130956308,-0.568791130956308
"1234",300,60,"extreme","hbi","internal","b0",0,0.0242685183078441,0.0242685183078441,0.0242685183078441
"1234",300,60,"extreme","hbi","internal","bint",2.5,2.34083312631908,0.159166873680924,-0.159166873680924
"1234",300,60,"extreme","hbi","external","bext",1.75,1.88387111431705,0.133871114317051,0.133871114317051
"1234",300,60,"extreme","hbi","sequential","b0",0,-3.75914738785328,3.75914738785328,-3.75914738785328
"1234",300,60,"extreme","hbi","sequential","bint",2.5,3.00580502439502,0.505805024395017,0.505805024395017
"1234",300,60,"extreme","hbi","sequential","bext",1.75,2.98563514253654,1.23563514253654,1.23563514253654
"1234",300,60,"extreme","hbi","sequential","z",1,0.84999998958414,0.15000001041586,-0.15000001041586
"1234",300,60,"extreme","hbi","integrative","b0",0,0.064791004168778,0.064791004168778,0.064791004168778
"1234",300,60,"extreme","hbi","integrative","bint",2.5,1.65514396292504,0.844856037074965,-0.844856037074965
"1234",300,60,"extreme","hbi","integrative","bext",1.75,1.57883737586442,0.171162624135577,-0.171162624135577
"1234",300,120,"equal","bf_ps","internal","b0",0,0.0679799216143168,0.0679799216143168,0.0679799216143168
"1234",300,120,"equal","bf_ps","internal","bint",2.5,2.39834235756685,0.101657642433152,-0.101657642433152
"1234",300,120,"equal","bf_ps","external","bext",1.75,1.60029849428205,0.149701505717946,-0.149701505717946
"1234",300,120,"equal","bf_ps","sequential","b0",0,0.0679799216143168,0.0679799216143168,0.0679799216143168
"1234",300,120,"equal","bf_ps","sequential","bint",2.5,2.39834235756685,0.101657642433152,-0.101657642433152
"1234",300,120,"equal","bf_ps","sequential","bext",1.75,1.60029849428205,0.149701505717946,-0.149701505717946
"1234",300,120,"equal","bf_ps","sequential","z",1,1.0057290963314,0.00572909633139584,0.00572909633139584
"1234",300,120,"equal","bf_ps","integrative","b0",0,0.0679799216143168,0.0679799216143168,0.0679799216143168
"1234",300,120,"equal","bf_ps","integrative","bint",2.5,2.39834235756685,0.101657642433152,-0.101657642433152
"1234",300,120,"equal","bf_ps","integrative","bext",1.75,1.60029849428205,0.149701505717946,-0.149701505717946
"1234",300,120,"equal","psis","internal","b0",0,0.204420843392301,0.204420843392301,0.204420843392301
"1234",300,120,"equal","psis","internal","bint",2.5,1.36277446936249,1.13722553063751,-1.13722553063751
"1234",300,120,"equal","psis","external","bext",1.75,1.61849693660473,0.131503063395267,-0.131503063395267
"1234",300,120,"equal","psis","sequential","b0",0,-0.107619134570042,0.107619134570042,-0.107619134570042
"1234",300,120,"equal","psis","sequential","bint",2.5,1.24812762593439,1.25187237406561,-1.25187237406561
"1234",300,120,"equal","psis","sequential","bext",1.75,1.60025358664072,0.149746413359284,-0.149746413359284
"1234",300,120,"equal","psis","sequential","z",1,1.11134147978024,0.11134147978024,0.11134147978024
"1234",300,120,"equal","psis","integrative","b0",0,0.177066611423878,0.177066611423878,0.177066611423878
"1234",300,120,"equal","psis","integrative","bint",2.5,1.59707695261553,0.902923047384471,-0.902923047384471
"1234",300,120,"equal","psis","integrative","bext",1.75,1.50240926650204,0.247590733497958,-0.247590733497958
"1234",300,120,"equal","waic","internal","b0",0,-0.00141859840531746,0.00141859840531746,-0.00141859840531746
"1234",300,120,"equal","waic","internal","bint",2.5,1.35088891514672,1.14911108485328,-1.14911108485328
"1234",300,120,"equal","waic","external","bext",1.75,1.57660963403156,0.17339036596844,-0.17339036596844
"1234",300,120,"equal","waic","sequential","b0",0,0.00145941506762541,0.00145941506762541,0.00145941506762541
"1234",300,120,"equal","waic","sequential","bint",2.5,1.41043187736032,1.08956812263968,-1.08956812263968
"1234",300,120,"equal","waic","sequential","bext",1.75,1.64614106238182,0.103858937618179,-0.103858937618179
"1234",300,120,"equal","waic","sequential","z",1,1.16747231631257,0.16747231631257,0.16747231631257
"1234",300,120,"equal","waic","integrative","b0",0,0.233139195112757,0.233139195112757,0.233139195112757
